{-9/4, 3*sqrt(7)/4}
{-329/192 - sqrt(105)/64 + sqrt(5)/128 + sqrt(165)/384 + 7*sqrt(21)/128 + 7*sqrt(77)/128, -7*sqrt(11)/384 - 7*sqrt(3)/384 + sqrt(15)/192 + 3*sqrt(35)/128 + sqrt(1155)/128 + 55*sqrt(7)/64}
{-427/256 - 9*sqrt(105)/256 - 7*sqrt(21)/256 - 7*sqrt(33)/768 - sqrt(5)/256 + sqrt(165)/256 + 3*sqrt(385)/256 + 21*sqrt(77)/256, -7*sqrt(231)/256 - 7*sqrt(11)/256 - 3*sqrt(35)/256 - sqrt(55)/256 + 7*sqrt(3)/768 + 3*sqrt(15)/256 + 3*sqrt(1155)/256 + 255*sqrt(7)/256}
{-455/256 - 3*sqrt(385)/256 + sqrt(165)/768 + 3*sqrt(5)/256 + 7*sqrt(33)/768 + 3*sqrt(105)/256 + 7*sqrt(77)/256 + 21*sqrt(21)/256, -7*sqrt(3)/256 - 7*sqrt(11)/768 - sqrt(15)/256 + sqrt(55)/256 + sqrt(1155)/256 + 9*sqrt(35)/256 + 7*sqrt(231)/256 + 171*sqrt(7)/256}
{-665/384 - sqrt(105)/128 + sqrt(165)/384 + 7*sqrt(77)/128, -7*sqrt(11)/384 + sqrt(15)/384 + sqrt(1155)/128 + 103*sqrt(7)/128}
{-1379/768 - 3*sqrt(385)/256 + sqrt(5)/256 + sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(21)/256 + 5*sqrt(105)/256 + 7*sqrt(77)/256, -7*sqrt(11)/768 - 5*sqrt(15)/768 - 7*sqrt(3)/768 + sqrt(55)/256 + 3*sqrt(35)/256 + sqrt(1155)/256 + 7*sqrt(231)/256 + 157*sqrt(7)/256}
{-105/64 - 3*sqrt(105)/64 - 7*sqrt(33)/384 + 3*sqrt(5)/128 + 3*sqrt(385)/128 + 21*sqrt(21)/128, -7*sqrt(231)/128 - 7*sqrt(3)/128 - sqrt(55)/128 + sqrt(15)/64 + 9*sqrt(35)/128 + 69*sqrt(7)/64}
{-455/256 - 21*sqrt(77)/256 - 3*sqrt(385)/256 - sqrt(165)/256 + 7*sqrt(33)/768 + 11*sqrt(5)/256 + 3*sqrt(105)/256 + 77*sqrt(21)/256, -3*sqrt(1155)/256 - 77*sqrt(3)/768 - sqrt(15)/256 + sqrt(55)/256 + 7*sqrt(11)/256 + 7*sqrt(231)/256 + 33*sqrt(35)/256 + 171*sqrt(7)/256}
{-665/384 - 7*sqrt(77)/128 - sqrt(105)/128 - sqrt(165)/384 + sqrt(5)/32 + 7*sqrt(21)/32, -sqrt(1155)/128 - 7*sqrt(3)/96 + sqrt(15)/384 + 7*sqrt(11)/384 + 3*sqrt(35)/32 + 103*sqrt(7)/128}
{-1295/768 - 7*sqrt(105)/256 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + 5*sqrt(5)/256 + 3*sqrt(385)/256 + 35*sqrt(21)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 35*sqrt(3)/768 - sqrt(55)/256 + 7*sqrt(11)/768 + 7*sqrt(15)/768 + 15*sqrt(35)/256 + 241*sqrt(7)/256}
{-1393/768 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + 7*sqrt(5)/256 + 3*sqrt(385)/256 + 7*sqrt(105)/256 + 49*sqrt(21)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 49*sqrt(3)/768 - 7*sqrt(15)/768 - sqrt(55)/256 + 7*sqrt(11)/768 + 21*sqrt(35)/256 + 143*sqrt(7)/256}
{-1393/768 - 3*sqrt(385)/256 - 7*sqrt(21)/256 - sqrt(5)/256 + sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(77)/256 + 7*sqrt(105)/256, -3*sqrt(35)/256 - 7*sqrt(15)/768 - 7*sqrt(11)/768 + 7*sqrt(3)/768 + sqrt(55)/256 + sqrt(1155)/256 + 7*sqrt(231)/256 + 143*sqrt(7)/256}
{-1421/768 - 3*sqrt(385)/256 + sqrt(165)/768 + 3*sqrt(5)/256 + 7*sqrt(33)/768 + 7*sqrt(77)/256 + 21*sqrt(21)/256 + 11*sqrt(105)/256, -11*sqrt(15)/768 - 7*sqrt(3)/256 - 7*sqrt(11)/768 + sqrt(55)/256 + sqrt(1155)/256 + 9*sqrt(35)/256 + 7*sqrt(231)/256 + 115*sqrt(7)/256}
{-1351/768 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + sqrt(105)/256 + 5*sqrt(5)/256 + 3*sqrt(385)/256 + 35*sqrt(21)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 35*sqrt(3)/768 - sqrt(55)/256 - sqrt(15)/768 + 7*sqrt(11)/768 + 15*sqrt(35)/256 + 185*sqrt(7)/256}
{-1435/768 - 3*sqrt(385)/256 + sqrt(5)/256 + sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(21)/256 + 7*sqrt(77)/256 + 13*sqrt(105)/256, -13*sqrt(15)/768 - 7*sqrt(11)/768 - 7*sqrt(3)/768 + sqrt(55)/256 + 3*sqrt(35)/256 + sqrt(1155)/256 + 7*sqrt(231)/256 + 101*sqrt(7)/256}
{-455/256 - 7*sqrt(21)/256 - 7*sqrt(33)/768 - sqrt(5)/256 + sqrt(165)/256 + 3*sqrt(105)/256 + 3*sqrt(385)/256 + 21*sqrt(77)/256, -7*sqrt(231)/256 - 7*sqrt(11)/256 - 3*sqrt(35)/256 - sqrt(55)/256 - sqrt(15)/256 + 7*sqrt(3)/768 + 3*sqrt(1155)/256 + 171*sqrt(7)/256}
{-469/256 - 7*sqrt(33)/768 + sqrt(5)/256 + sqrt(165)/256 + 7*sqrt(21)/256 + 3*sqrt(385)/256 + 9*sqrt(105)/256 + 21*sqrt(77)/256, -7*sqrt(231)/256 - 7*sqrt(11)/256 - 3*sqrt(15)/256 - sqrt(55)/256 - 7*sqrt(3)/768 + 3*sqrt(35)/256 + 3*sqrt(1155)/256 + 129*sqrt(7)/256}
{-707/384 - 7*sqrt(21)/128 - sqrt(5)/128 + sqrt(165)/192 + 5*sqrt(105)/128 + 7*sqrt(77)/64, -3*sqrt(35)/128 - 7*sqrt(11)/192 - 5*sqrt(15)/384 + 7*sqrt(3)/384 + sqrt(1155)/64 + 61*sqrt(7)/128}
{-175/96 - 7*sqrt(21)/64 - sqrt(5)/64 + sqrt(165)/192 + sqrt(105)/32 + 7*sqrt(77)/64, -3*sqrt(35)/64 - 7*sqrt(11)/192 - sqrt(15)/96 + 7*sqrt(3)/192 + sqrt(1155)/64 + 17*sqrt(7)/32}
{-665/384 - 7*sqrt(33)/384 - sqrt(105)/128 + sqrt(5)/128 + sqrt(165)/384 + 7*sqrt(21)/128 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 7*sqrt(11)/384 - sqrt(55)/128 - 7*sqrt(3)/384 + sqrt(15)/384 + 3*sqrt(35)/128 + sqrt(1155)/128 + 103*sqrt(7)/128}
{-329/192 - sqrt(105)/64 - 7*sqrt(33)/384 + sqrt(165)/384 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 7*sqrt(11)/384 - sqrt(55)/128 + sqrt(15)/192 + sqrt(1155)/128 + 55*sqrt(7)/64}
{-343/192 - 7*sqrt(21)/64 - sqrt(5)/64 + sqrt(165)/192 + sqrt(105)/64 + 7*sqrt(77)/64, -3*sqrt(35)/64 - 7*sqrt(11)/192 - sqrt(15)/192 + 7*sqrt(3)/192 + sqrt(1155)/64 + 41*sqrt(7)/64}
{-679/384 - 21*sqrt(21)/128 - 3*sqrt(5)/128 + sqrt(165)/192 + sqrt(105)/128 + 7*sqrt(77)/64, -9*sqrt(35)/128 - 7*sqrt(11)/192 - sqrt(15)/384 + 7*sqrt(3)/128 + sqrt(1155)/64 + 89*sqrt(7)/128}
{-1379/768 - 7*sqrt(33)/768 + sqrt(165)/768 + 7*sqrt(5)/256 + 5*sqrt(105)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256 + 49*sqrt(21)/256, -7*sqrt(231)/256 - 49*sqrt(3)/768 - 7*sqrt(11)/768 - sqrt(55)/256 - 5*sqrt(15)/768 + sqrt(1155)/256 + 21*sqrt(35)/256 + 157*sqrt(7)/256}
{-1393/768 - 7*sqrt(33)/768 + sqrt(165)/768 + 5*sqrt(5)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256 + 7*sqrt(105)/256 + 35*sqrt(21)/256, -7*sqrt(231)/256 - 35*sqrt(3)/768 - 7*sqrt(15)/768 - 7*sqrt(11)/768 - sqrt(55)/256 + sqrt(1155)/256 + 15*sqrt(35)/256 + 143*sqrt(7)/256}
{-7/4 - 7*sqrt(33)/384 + 3*sqrt(5)/128 + 3*sqrt(385)/128 + 21*sqrt(21)/128, -7*sqrt(231)/128 - 7*sqrt(3)/128 - sqrt(55)/128 + 9*sqrt(35)/128 + 3*sqrt(7)/4}
{-1379/768 - 7*sqrt(33)/768 + sqrt(165)/768 + 3*sqrt(5)/256 + 5*sqrt(105)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256 + 21*sqrt(21)/256, -7*sqrt(231)/256 - 7*sqrt(3)/256 - 7*sqrt(11)/768 - sqrt(55)/256 - 5*sqrt(15)/768 + sqrt(1155)/256 + 9*sqrt(35)/256 + 157*sqrt(7)/256}
{-175/96 + sqrt(5)/128 + sqrt(165)/384 + 7*sqrt(21)/128 + sqrt(105)/32 + 7*sqrt(77)/128, -7*sqrt(11)/384 - sqrt(15)/96 - 7*sqrt(3)/384 + 3*sqrt(35)/128 + sqrt(1155)/128 + 17*sqrt(7)/32}
{-707/384 + sqrt(165)/384 + 5*sqrt(105)/128 + 7*sqrt(77)/128, -7*sqrt(11)/384 - 5*sqrt(15)/384 + sqrt(1155)/128 + 61*sqrt(7)/128}
{-1351/768 - 7*sqrt(33)/768 + sqrt(165)/768 + 3*sqrt(5)/256 + sqrt(105)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256 + 21*sqrt(21)/256, -7*sqrt(231)/256 - 7*sqrt(3)/256 - 7*sqrt(11)/768 - sqrt(55)/256 - sqrt(15)/768 + sqrt(1155)/256 + 9*sqrt(35)/256 + 185*sqrt(7)/256}
{-217/128 - 3*sqrt(105)/128 - 7*sqrt(33)/384 + sqrt(5)/64 + 3*sqrt(385)/128 + 7*sqrt(21)/64, -7*sqrt(231)/128 - 7*sqrt(3)/192 - sqrt(55)/128 + sqrt(15)/128 + 3*sqrt(35)/64 + 117*sqrt(7)/128}
{-231/128 + sqrt(165)/384 + 3*sqrt(105)/128 + 7*sqrt(77)/128, -7*sqrt(11)/384 - sqrt(15)/128 + sqrt(1155)/128 + 75*sqrt(7)/128}
{-1337/768 - 7*sqrt(33)/768 - sqrt(105)/256 + sqrt(5)/256 + sqrt(165)/768 + 7*sqrt(21)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -7*sqrt(231)/256 - 7*sqrt(11)/768 - sqrt(55)/256 - 7*sqrt(3)/768 + sqrt(15)/768 + 3*sqrt(35)/256 + sqrt(1155)/256 + 199*sqrt(7)/256}
{-343/192 - 7*sqrt(21)/128 - sqrt(5)/128 + sqrt(165)/384 + sqrt(105)/64 + 7*sqrt(77)/128, -3*sqrt(35)/128 - 7*sqrt(11)/384 - sqrt(15)/192 + 7*sqrt(3)/384 + sqrt(1155)/128 + 41*sqrt(7)/64}
{-455/256 - 21*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/256 + 9*sqrt(5)/256 + 3*sqrt(105)/256 + 3*sqrt(385)/256 + 63*sqrt(21)/256, -7*sqrt(231)/256 - 3*sqrt(1155)/256 - 21*sqrt(3)/256 - sqrt(55)/256 - sqrt(15)/256 + 7*sqrt(11)/256 + 27*sqrt(35)/256 + 171*sqrt(7)/256}
{-245/128 - 3*sqrt(385)/128 + sqrt(5)/64 + 7*sqrt(33)/384 + 7*sqrt(21)/64 + 9*sqrt(105)/128, -3*sqrt(15)/128 - 7*sqrt(3)/192 + sqrt(55)/128 + 3*sqrt(35)/64 + 33*sqrt(7)/128 + 7*sqrt(231)/128}
{-1421/768 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - sqrt(165)/768 + 5*sqrt(5)/256 + 7*sqrt(33)/768 + 11*sqrt(105)/256 + 35*sqrt(21)/256, -sqrt(1155)/256 - 35*sqrt(3)/768 - 11*sqrt(15)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 15*sqrt(35)/256 + 7*sqrt(231)/256 + 115*sqrt(7)/256}
{-343/192 - 7*sqrt(77)/128 - sqrt(165)/384 + 3*sqrt(5)/128 + sqrt(105)/64 + 21*sqrt(21)/128, -sqrt(1155)/128 - 7*sqrt(3)/128 - sqrt(15)/192 + 7*sqrt(11)/384 + 9*sqrt(35)/128 + 41*sqrt(7)/64}
{-721/384 - 7*sqrt(77)/128 - sqrt(165)/384 + 7*sqrt(105)/128, -sqrt(1155)/128 - 7*sqrt(15)/384 + 7*sqrt(11)/384 + 47*sqrt(7)/128}
{-679/384 - 7*sqrt(21)/64 - sqrt(5)/64 + sqrt(165)/384 + sqrt(105)/128 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 - sqrt(15)/384 + 7*sqrt(3)/192 + sqrt(1155)/128 + 89*sqrt(7)/128}
{-707/384 - 7*sqrt(21)/64 - sqrt(5)/64 + sqrt(165)/384 + 5*sqrt(105)/128 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 - 5*sqrt(15)/384 + 7*sqrt(3)/192 + sqrt(1155)/128 + 61*sqrt(7)/128}
{-175/96 - 7*sqrt(77)/128 - sqrt(165)/384 + sqrt(5)/128 + 7*sqrt(21)/128 + sqrt(105)/32, -sqrt(1155)/128 - sqrt(15)/96 - 7*sqrt(3)/384 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 17*sqrt(7)/32}
{-175/96 - 21*sqrt(21)/128 - 3*sqrt(5)/128 + sqrt(165)/384 + sqrt(105)/32 + 7*sqrt(77)/128, -9*sqrt(35)/128 - 7*sqrt(11)/384 - sqrt(15)/96 + 7*sqrt(3)/128 + sqrt(1155)/128 + 17*sqrt(7)/32}
{-7/4 - 7*sqrt(21)/128 - 7*sqrt(33)/384 - sqrt(5)/128 + 3*sqrt(385)/128, -7*sqrt(231)/128 - 3*sqrt(35)/128 - sqrt(55)/128 + 7*sqrt(3)/384 + 3*sqrt(7)/4}
{-231/128 - 7*sqrt(21)/64 - 7*sqrt(33)/384 - sqrt(5)/64 + 3*sqrt(105)/128 + 3*sqrt(385)/128, -7*sqrt(231)/128 - 3*sqrt(35)/64 - sqrt(55)/128 - sqrt(15)/128 + 7*sqrt(3)/192 + 75*sqrt(7)/128}
{-679/384 - 21*sqrt(21)/128 - 7*sqrt(33)/384 - 3*sqrt(5)/128 + sqrt(165)/384 + sqrt(105)/128 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 9*sqrt(35)/128 - 7*sqrt(11)/384 - sqrt(55)/128 - sqrt(15)/384 + 7*sqrt(3)/128 + sqrt(1155)/128 + 89*sqrt(7)/128}
{-665/384 - 21*sqrt(21)/128 - 7*sqrt(33)/384 - sqrt(105)/128 - 3*sqrt(5)/128 + sqrt(165)/384 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 9*sqrt(35)/128 - 7*sqrt(11)/384 - sqrt(55)/128 + sqrt(15)/384 + 7*sqrt(3)/128 + sqrt(1155)/128 + 103*sqrt(7)/128}
{-679/384 - 7*sqrt(77)/128 - 7*sqrt(33)/384 - sqrt(165)/384 + sqrt(5)/128 + sqrt(105)/128 + 7*sqrt(21)/128 + 3*sqrt(385)/128, -7*sqrt(231)/128 - sqrt(1155)/128 - sqrt(55)/128 - 7*sqrt(3)/384 - sqrt(15)/384 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 89*sqrt(7)/128}
{-665/384 - 7*sqrt(77)/128 - 7*sqrt(33)/384 - sqrt(105)/128 - sqrt(165)/384 + sqrt(5)/128 + 7*sqrt(21)/128 + 3*sqrt(385)/128, -7*sqrt(231)/128 - sqrt(1155)/128 - sqrt(55)/128 - 7*sqrt(3)/384 + sqrt(15)/384 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 103*sqrt(7)/128}
{-329/192 - 7*sqrt(21)/64 - sqrt(105)/64 - 7*sqrt(33)/384 - sqrt(5)/64 + sqrt(165)/384 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 3*sqrt(35)/64 - 7*sqrt(11)/384 - sqrt(55)/128 + sqrt(15)/192 + 7*sqrt(3)/192 + sqrt(1155)/128 + 55*sqrt(7)/64}
{-161/96 - 7*sqrt(21)/64 - sqrt(105)/32 - 7*sqrt(33)/384 - sqrt(5)/64 + sqrt(165)/384 + 3*sqrt(385)/128 + 7*sqrt(77)/128, -7*sqrt(231)/128 - 3*sqrt(35)/64 - 7*sqrt(11)/384 - sqrt(55)/128 + sqrt(15)/96 + 7*sqrt(3)/192 + sqrt(1155)/128 + 31*sqrt(7)/32}
{-1435/768 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + sqrt(5)/256 + 7*sqrt(21)/256 + 3*sqrt(385)/256 + 13*sqrt(105)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 13*sqrt(15)/768 - sqrt(55)/256 - 7*sqrt(3)/768 + 7*sqrt(11)/768 + 3*sqrt(35)/256 + 101*sqrt(7)/256}
{-1421/768 - 7*sqrt(77)/256 - 7*sqrt(21)/256 - 7*sqrt(33)/768 - sqrt(165)/768 - sqrt(5)/256 + 3*sqrt(385)/256 + 11*sqrt(105)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 3*sqrt(35)/256 - 11*sqrt(15)/768 - sqrt(55)/256 + 7*sqrt(3)/768 + 7*sqrt(11)/768 + 115*sqrt(7)/256}
{-469/256 - 21*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/256 + 3*sqrt(5)/256 + 3*sqrt(385)/256 + 9*sqrt(105)/256 + 21*sqrt(21)/256, -7*sqrt(231)/256 - 3*sqrt(1155)/256 - 7*sqrt(3)/256 - 3*sqrt(15)/256 - sqrt(55)/256 + 7*sqrt(11)/256 + 9*sqrt(35)/256 + 129*sqrt(7)/256}
{-1393/768 - 7*sqrt(77)/256 - 7*sqrt(21)/256 - 7*sqrt(33)/768 - sqrt(165)/768 - sqrt(5)/256 + 3*sqrt(385)/256 + 7*sqrt(105)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - 3*sqrt(35)/256 - 7*sqrt(15)/768 - sqrt(55)/256 + 7*sqrt(3)/768 + 7*sqrt(11)/768 + 143*sqrt(7)/256}
{-1393/768 - 21*sqrt(21)/256 - 7*sqrt(33)/768 - 3*sqrt(5)/256 + sqrt(165)/768 + 3*sqrt(385)/256 + 7*sqrt(77)/256 + 7*sqrt(105)/256, -7*sqrt(231)/256 - 9*sqrt(35)/256 - 7*sqrt(15)/768 - 7*sqrt(11)/768 - sqrt(55)/256 + 7*sqrt(3)/256 + sqrt(1155)/256 + 143*sqrt(7)/256}
{-1379/768 - 35*sqrt(21)/256 - 7*sqrt(33)/768 - 5*sqrt(5)/256 + sqrt(165)/768 + 5*sqrt(105)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -7*sqrt(231)/256 - 15*sqrt(35)/256 - 7*sqrt(11)/768 - sqrt(55)/256 - 5*sqrt(15)/768 + 35*sqrt(3)/768 + sqrt(1155)/256 + 157*sqrt(7)/256}
{-1379/768 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + sqrt(5)/256 + 7*sqrt(21)/256 + 5*sqrt(105)/256 + 3*sqrt(385)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - sqrt(55)/256 - 5*sqrt(15)/768 - 7*sqrt(3)/768 + 7*sqrt(11)/768 + 3*sqrt(35)/256 + 157*sqrt(7)/256}
{-455/256 - 21*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/256 + 5*sqrt(5)/256 + 3*sqrt(105)/256 + 3*sqrt(385)/256 + 35*sqrt(21)/256, -7*sqrt(231)/256 - 3*sqrt(1155)/256 - 35*sqrt(3)/768 - sqrt(55)/256 - sqrt(15)/256 + 7*sqrt(11)/256 + 15*sqrt(35)/256 + 171*sqrt(7)/256}
{-455/256 - 21*sqrt(21)/256 - 7*sqrt(33)/768 - 3*sqrt(5)/256 + sqrt(165)/768 + 3*sqrt(105)/256 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -7*sqrt(231)/256 - 9*sqrt(35)/256 - 7*sqrt(11)/768 - sqrt(55)/256 - sqrt(15)/256 + 7*sqrt(3)/256 + sqrt(1155)/256 + 171*sqrt(7)/256}
{-1351/768 - 7*sqrt(77)/256 - 7*sqrt(33)/768 - sqrt(165)/768 + sqrt(5)/256 + sqrt(105)/256 + 7*sqrt(21)/256 + 3*sqrt(385)/256, -7*sqrt(231)/256 - sqrt(1155)/256 - sqrt(55)/256 - 7*sqrt(3)/768 - sqrt(15)/768 + 7*sqrt(11)/768 + 3*sqrt(35)/256 + 185*sqrt(7)/256}
{-1337/768 - 21*sqrt(21)/256 - 7*sqrt(33)/768 - sqrt(105)/256 - 3*sqrt(5)/256 + sqrt(165)/768 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -7*sqrt(231)/256 - 9*sqrt(35)/256 - 7*sqrt(11)/768 - sqrt(55)/256 + sqrt(15)/768 + 7*sqrt(3)/256 + sqrt(1155)/256 + 199*sqrt(7)/256}
{-483/256 - 21*sqrt(77)/256 - 3*sqrt(385)/256 - sqrt(165)/256 + 3*sqrt(5)/256 + 7*sqrt(33)/768 + 21*sqrt(21)/256 + 15*sqrt(105)/256, -3*sqrt(1155)/256 - 5*sqrt(15)/256 - 7*sqrt(3)/256 + sqrt(55)/256 + 7*sqrt(11)/256 + 9*sqrt(35)/256 + 7*sqrt(231)/256 + 87*sqrt(7)/256}
{-483/256 - 49*sqrt(21)/256 - 3*sqrt(385)/256 - 7*sqrt(5)/256 + sqrt(165)/256 + 7*sqrt(33)/768 + 15*sqrt(105)/256 + 21*sqrt(77)/256, -21*sqrt(35)/256 - 7*sqrt(11)/256 - 5*sqrt(15)/256 + sqrt(55)/256 + 49*sqrt(3)/768 + 3*sqrt(1155)/256 + 7*sqrt(231)/256 + 87*sqrt(7)/256}
{-1435/768 - 21*sqrt(21)/256 - 3*sqrt(385)/256 - 3*sqrt(5)/256 + sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(77)/256 + 13*sqrt(105)/256, -9*sqrt(35)/256 - 13*sqrt(15)/768 - 7*sqrt(11)/768 + sqrt(55)/256 + 7*sqrt(3)/256 + sqrt(1155)/256 + 7*sqrt(231)/256 + 101*sqrt(7)/256}
{-1421/768 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - sqrt(165)/768 + sqrt(5)/256 + 7*sqrt(33)/768 + 7*sqrt(21)/256 + 11*sqrt(105)/256, -sqrt(1155)/256 - 11*sqrt(15)/768 - 7*sqrt(3)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 3*sqrt(35)/256 + 7*sqrt(231)/256 + 115*sqrt(7)/256}
{-1393/768 - 49*sqrt(21)/256 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - 7*sqrt(5)/256 - sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(105)/256, -21*sqrt(35)/256 - sqrt(1155)/256 - 7*sqrt(15)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 49*sqrt(3)/768 + 7*sqrt(231)/256 + 143*sqrt(7)/256}
{-1309/768 - 21*sqrt(21)/256 - 5*sqrt(105)/256 - 7*sqrt(33)/768 - 3*sqrt(5)/256 + sqrt(165)/768 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -7*sqrt(231)/256 - 9*sqrt(35)/256 - 7*sqrt(11)/768 - sqrt(55)/256 + 5*sqrt(15)/768 + 7*sqrt(3)/256 + sqrt(1155)/256 + 227*sqrt(7)/256}
{-1337/768 - 49*sqrt(21)/256 - 7*sqrt(5)/256 - 7*sqrt(33)/768 - sqrt(105)/256 + sqrt(165)/768 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -21*sqrt(35)/256 - 7*sqrt(231)/256 - 7*sqrt(11)/768 - sqrt(55)/256 + sqrt(15)/768 + 49*sqrt(3)/768 + sqrt(1155)/256 + 199*sqrt(7)/256}
{-1393/768 - 21*sqrt(21)/256 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - 3*sqrt(5)/256 - sqrt(165)/768 + 7*sqrt(33)/768 + 7*sqrt(105)/256, -9*sqrt(35)/256 - sqrt(1155)/256 - 7*sqrt(15)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 7*sqrt(3)/256 + 7*sqrt(231)/256 + 143*sqrt(7)/256}
{-1309/768 - 49*sqrt(21)/256 - 5*sqrt(105)/256 - 7*sqrt(5)/256 - 7*sqrt(33)/768 + sqrt(165)/768 + 3*sqrt(385)/256 + 7*sqrt(77)/256, -21*sqrt(35)/256 - 7*sqrt(231)/256 - 7*sqrt(11)/768 - sqrt(55)/256 + 5*sqrt(15)/768 + 49*sqrt(3)/768 + sqrt(1155)/256 + 227*sqrt(7)/256}
{-441/256 - 21*sqrt(77)/256 - 7*sqrt(21)/256 - 3*sqrt(105)/256 - 7*sqrt(33)/768 - sqrt(165)/256 - sqrt(5)/256 + 3*sqrt(385)/256, -7*sqrt(231)/256 - 3*sqrt(1155)/256 - 3*sqrt(35)/256 - sqrt(55)/256 + sqrt(15)/256 + 7*sqrt(3)/768 + 7*sqrt(11)/256 + 213*sqrt(7)/256}
{-441/256 - 21*sqrt(77)/256 - 35*sqrt(21)/256 - 3*sqrt(105)/256 - 7*sqrt(33)/768 - sqrt(165)/256 - 5*sqrt(5)/256 + 3*sqrt(385)/256, -7*sqrt(231)/256 - 3*sqrt(1155)/256 - 15*sqrt(35)/256 - sqrt(55)/256 + sqrt(15)/256 + 35*sqrt(3)/768 + 7*sqrt(11)/256 + 213*sqrt(7)/256}
{-161/96 - 7*sqrt(21)/64 - 7*sqrt(77)/128 - sqrt(105)/32 - 7*sqrt(33)/384 - sqrt(5)/64 - sqrt(165)/384 + 3*sqrt(385)/128, -7*sqrt(231)/128 - 3*sqrt(35)/64 - sqrt(1155)/128 - sqrt(55)/128 + sqrt(15)/96 + 7*sqrt(11)/384 + 7*sqrt(3)/192 + 31*sqrt(7)/32}
{-637/384 - 7*sqrt(77)/128 - 5*sqrt(105)/128 - 7*sqrt(21)/128 - 7*sqrt(33)/384 - sqrt(165)/384 - sqrt(5)/128 + 3*sqrt(385)/128, -7*sqrt(231)/128 - sqrt(1155)/128 - 3*sqrt(35)/128 - sqrt(55)/128 + 7*sqrt(3)/384 + 5*sqrt(15)/384 + 7*sqrt(11)/384 + 131*sqrt(7)/128}
{-343/192 - 7*sqrt(77)/64 - sqrt(165)/192 + sqrt(105)/64, -sqrt(1155)/64 - sqrt(15)/192 + 7*sqrt(11)/192 + 41*sqrt(7)/64}
{-679/384 - 7*sqrt(77)/64 - sqrt(165)/192 + sqrt(5)/128 + sqrt(105)/128 + 7*sqrt(21)/128, -sqrt(1155)/64 - 7*sqrt(3)/384 - sqrt(15)/384 + 7*sqrt(11)/192 + 3*sqrt(35)/128 + 89*sqrt(7)/128}
